Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30070,KG,30070,KG,15538.37,PEN,5005079629,1,SILO DE CAL # 01,0,0,G010-00040091,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30560,KG,30560,KG,15791.57,PEN,5005079830,1,SILO DE CAL # 02,0,0,G010-00040092,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30270,KG,30270,KG,15641.72,PEN,5005079832,1,SILO DE CAL # 01,0,0,G010-00040135,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30540,KG,30540,KG,15781.24,PEN,5005079834,1,SILO DE CAL # 02,0,0,G010-00040144,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30000,KG,30000,KG,15502.2,PEN,5005079835,1,SILO DE CAL # 01,0,0,G010-00040146,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30000,KG,30000,KG,15502.2,PEN,5005079836,1,SILO DE CAL # 02,0,0,G010-00040153,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30540,KG,30540,KG,15781.24,PEN,5005079837,1,SILO DE CAL # 02,0,0,G010-00040155,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/7/2023,,-30000,KG,-30000,KG,-15456,PEN,5005126941,1,PERTENECE A PO 4502682492,0,0,G010-00040070,6/7/2023,Q004,VLOPEZA,4502745880,10,C601,6/21/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/7/2023,,-30760,KG,-30760,KG,-15847.55,PEN,5005127439,1,PERTENECE A PO 4502682492,0,0,G010-00040064,6/7/2023,Q004,VLOPEZA,4502745880,10,C601,6/21/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30250,KG,30250,KG,15631.39,PEN,5005079838,1,SILO DE CAL # 01,0,0,G010-00040156,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/7/2023,,30000,KG,30000,KG,15502.2,PEN,5005079839,1,SILO DE CAL # 01,0,0,G010-00040158,6/7/2023,Q004,VMEDINA2,4502745880,10,C601,6/7/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/7/2023,,-30300,KG,-30300,KG,-15610.56,PEN,5005127664,1,PERTENECE A PO 4502682492,0,0,G010-00040066,6/7/2023,Q004,VLOPEZA,4502745880,10,C601,6/21/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/7/2023,,-31310,KG,-31310,KG,-16130.91,PEN,5005127666,1,PERTENECE A PO 4502682492,0,0,G010-00040072,6/7/2023,Q004,VLOPEZA,4502745880,10,C601,6/21/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/7/2023,,-30160,KG,-30160,KG,-15538.43,PEN,5005127669,1,PERTENECE A PO 4502682492,0,0,G010-00040074,6/7/2023,Q004,VLOPEZA,4502745880,10,C601,6/21/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/7/2023,,-30210,KG,-30210,KG,-15564.19,PEN,5005127750,1,PERTENECE A PO 4502682492,0,0,G010-00040076,6/7/2023,Q004,VLOPEZA,4502745880,10,C601,6/21/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/7/2023,,-29440,KG,-29440,KG,-15167.49,PEN,5005127753,1,PERTENECE A PO 4502682492,0,0,G010-00040078,6/7/2023,Q004,VLOPEZA,4502745880,10,C601,6/21/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/7/2023,,-30800,KG,-30800,KG,-15868.16,PEN,5005127754,1,PERTENECE A PO 4502682492,0,0,G010-00040080,6/7/2023,Q004,VLOPEZA,4502745880,10,C601,6/21/2023,,,
AE0002393,"BOLT;BOLT COUNTERSUNK,5/8IN,UNC,2-1/2IN",101,GR stock in transit,6/7/2023,,67,EA,67,EA,0,PEN,5005080835,1,002-0279939,0,0,80110465,6/7/2023,Q001,VLOPEZA,4502743232,310,C601,6/7/2023,,,
AE0002396,"BOLT;UNC,3/4IN,0.685IN,2-1/2IN,SQUARE,CS",101,GR stock in transit,6/7/2023,,2236,EA,2236,EA,0,PEN,5005078954,1,002-0279715,0,0,80109660,6/7/2023,Q001,CVELASQUEZ,4502731776,40,C601,6/7/2023,,,
AE0002570,"TIRE PNEUM;53/80R63,BRIDGESTONE;R63",101,GR stock in transit,6/7/2023,,3,EA,3,EA,0,PEN,5005079445,1,0021-0001165 AAQ,0,0,80110015,6/7/2023,Q002,AOP_OUTSYS,4502736291,10,C601,6/7/2023,,,
AE0002780,"CABNT;500-633007,SIEMENS",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005080833,5,015-0331013,0,0,80110465,6/7/2023,Q001,VLOPEZA,4502743232,140,C601,6/7/2023,,,
AE0002781,"MODL;500-633028,SIEMENS",101,GR stock in transit,6/7/2023,,4,EA,4,EA,0,PEN,5005080833,4,015-0331013,0,0,80110465,6/7/2023,Q001,VLOPEZA,4502743232,130,C601,6/7/2023,,,
AE0002786,"MODL;S54322-F4-A1,SIEMENS",101,GR stock in transit,6/7/2023,,14,EA,14,EA,0,PEN,5005080833,3,015-0331013,0,0,80110465,6/7/2023,Q001,VLOPEZA,4502743232,120,C601,6/7/2023,,,
AE0002796,"MODL;500-696359,SIEMENS",101,GR stock in transit,6/7/2023,,4,EA,4,EA,0,PEN,5005080833,2,015-0331013,0,0,80110465,6/7/2023,Q001,VLOPEZA,4502743232,110,C601,6/7/2023,,,
AE0002797,"MODL;S54370-B4-A1,SIEMENS",101,GR stock in transit,6/7/2023,,8,EA,8,EA,0,PEN,5005080833,1,015-0331013,0,0,80110465,6/7/2023,Q001,VLOPEZA,4502743232,100,C601,6/7/2023,,,
AE0002890,"TAPE;ADHESIVE,2INX110YD,RUBBER,PACKAGING",201,GI for cost center,6/7/2023,,-6,EA,-6,EA,-33.61,PEN,4908805331,2,"Marlene,Ccorahua",12124097,2,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0002920,"BATTERY;AAA;ALKALINE,1.5V,AAA,PACK/4EA",201,GI for cost center,6/7/2023,,-12,EA,-12,EA,-123.24,PEN,4908805277,3,"Marlene,Ccorahua",12124100,3,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0002921,"BATTERY;AA;ALKALINE,1.5V,AA,PACK/4EA",201,GI for cost center,6/7/2023,,-12,EA,-12,EA,-216,PEN,4908805277,4,"Marlene,Ccorahua",12124100,4,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0003647,"TIRE;300/70 R16.5 BIBSTEEL HS,MICHELIN",641,TF to stck in trans.,6/7/2023,,12,EA,12,EA,0,PEN,4908805429,6,,0,0,80110466,6/3/2023,,WQUISPE1,4502743232,320,C601,6/7/2023,,,
AE0003647,"TIRE;300/70 R16.5 BIBSTEEL HS,MICHELIN",641,TF to stck in trans.,6/7/2023,,-12,EA,-12,EA,0,PEN,4908805429,5,,0,0,80110466,6/3/2023,Q009,WQUISPE1,4502743232,320,C601,6/7/2023,,,
AE0003647,"TIRE;300/70 R16.5 BIBSTEEL HS,MICHELIN",101,GR stock in transit,6/7/2023,,12,EA,12,EA,0,PEN,5005080750,1,024-0006077,0,0,80110466,6/7/2023,Q001,WQUISPE1,4502743232,320,C601,6/7/2023,,,
AE0004172,"SCSRS;TIP OF ROME,8.5IN,4IN,SS",201,GI for cost center,6/7/2023,,-8,EA,-8,EA,-43.33,PEN,4908805277,2,"Marlene,Ccorahua",12124100,2,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0004631,"FILE STNRY;331727,ARTESCO;A4,PLASTIC",201,GI for cost center,6/7/2023,,-6,EA,-6,EA,-99.18,PEN,4908805330,2,"Marlene,Ccorahua",12124098,2,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0004685,CLPR;POLYMER; K-0189-SP60-92A,261,GI for order,6/7/2023,,-30,EA,-30,EA,-20972.58,PEN,4908805272,1,NORDITH DONAYRE,11945797,1,DELIVERY,6/7/2023,Q001,DCHINGA,,0,C601,6/7/2023,4007914667,,
AE0004749,"WRENCH SET,ALLEN;BHM9A,SNAP-ON;SET/9EA",641,TF to stck in trans.,6/7/2023,,12,EA,12,EA,0,PEN,4908805298,24,,0,0,80110913,6/7/2023,,BTP_TM_PROD,4502750382,120,C601,6/7/2023,,,
AE0004749,"WRENCH SET,ALLEN;BHM9A,SNAP-ON;SET/9EA",641,TF to stck in trans.,6/7/2023,,-12,EA,-12,EA,0,PEN,4908805298,23,,0,0,80110913,6/7/2023,Q009,BTP_TM_PROD,4502750382,120,C601,6/7/2023,,,
AE0004752,"WRENCH SET,ALLEN;AWEF9K,SNAP-ON;SET/9EA",641,TF to stck in trans.,6/7/2023,,2,EA,2,EA,0,PEN,4908805298,26,,0,0,80110913,6/7/2023,,BTP_TM_PROD,4502750382,130,C601,6/7/2023,,,
AE0004752,"WRENCH SET,ALLEN;AWEF9K,SNAP-ON;SET/9EA",641,TF to stck in trans.,6/7/2023,,-2,EA,-2,EA,0,PEN,4908805298,25,,0,0,80110913,6/7/2023,Q009,BTP_TM_PROD,4502750382,130,C601,6/7/2023,,,
AE0004813,"FLASHLIGHT;2354-20,MILWAUKEE;LED,1250LM",261,GI for order,6/7/2023,,-4,EA,-4,EA,-1707.82,PEN,4908806163,1,YULAY HIBBARD,12042508,1,DELIVERY,6/7/2023,Q001,DCHINGA,,0,C601,6/7/2023,4007994973,,
AE0005791,"BRNG ROLR;NU 308 ECP/C3,SKF BEARINGS",641,TF to stck in trans.,6/7/2023,,-2,EA,-2,EA,0,PEN,4908805293,23,,0,0,80110911,6/7/2023,Q009,BTP_TM_PROD,4502750334,310,C601,6/7/2023,,,
AE0005791,"BRNG ROLR;NU 308 ECP/C3,SKF BEARINGS",641,TF to stck in trans.,6/7/2023,,2,EA,2,EA,0,PEN,4908805293,24,,0,0,80110911,6/7/2023,,BTP_TM_PROD,4502750334,310,C601,6/7/2023,,,
AE0005866,"BRUSH PAINT;FLAT BRUSH TUMI,3IN,WOOD",641,TF to stck in trans.,6/7/2023,,35,EA,35,EA,0,PEN,4908806243,4,,0,0,80110932,6/7/2023,,BTP_TM_PROD,4502750839,20,C601,6/7/2023,,,
AE0005866,"BRUSH PAINT;FLAT BRUSH TUMI,3IN,WOOD",641,TF to stck in trans.,6/7/2023,,-35,EA,-35,EA,0,PEN,4908806243,3,,0,0,80110932,6/7/2023,Q011,BTP_TM_PROD,4502750839,20,C601,6/7/2023,,,
AE0005900,"PEN;PN:035-F TRILUX BLUE,FABER-CASTELL",201,GI for cost center,6/7/2023,,-50,EA,-50,EA,-23.89,PEN,4908805331,4,"Marlene,Ccorahua",12124097,4,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0005918,"COVER;MICA PORTAPAPEL,POLIPRO,A4",201,GI for cost center,6/7/2023,,-10,PKT,-10,PKT,-50.8,PEN,4908805330,1,"Marlene,Ccorahua",12124098,1,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0005940,"PIN,STRAIGHT;COLOURS,ARTESCO",201,GI for cost center,6/7/2023,,-6,BOX,-6,BOX,-8.64,PEN,4908805331,1,"Marlene,Ccorahua",12124097,1,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0005941,"STAPLE;26/6,STANDARD",201,GI for cost center,6/7/2023,,-2,BOX,-2,BOX,-6.62,PEN,4908805331,3,"Marlene,Ccorahua",12124097,3,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0005952,"BLADE,KNIFE;SX62N,ARTESCO;SERIE SX62N",201,GI for cost center,6/7/2023,,-5,EA,-5,EA,-38.4,PEN,4908805279,1,"Marlene,Ccorahua",12124099,1,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0005959,"NOTEBOOK;SPIRAL GRID,EXECUTIVE BOOK,A4",261,GI for order,6/7/2023,,-10,EA,-10,EA,-152.12,PEN,4908805968,1,"Huamani,Cesar",12042508,6,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,4007994973,,
AE0006112,"PPR;SOBRE MANILA,PKT 50UNITS,NATURAL",201,GI for cost center,6/7/2023,,-1,PKT,-1,PKT,-13.61,PEN,4908805277,1,"Marlene,Ccorahua",12124100,1,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0006117,"REFIL MEMO PPR;83509,3M;76MMX76MM",201,GI for cost center,6/7/2023,,-12,EA,-12,EA,-149.6,PEN,4908805330,3,"Marlene,Ccorahua",12124098,3,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0006119,"RULER STNRY;12430,ARTESCO;30CM,PLASTIC",201,GI for cost center,6/7/2023,,-6,EA,-6,EA,-5.19,PEN,4908805279,2,"Marlene,Ccorahua",12124099,4,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0006148,"PPR;SOBRE MANILA,PKT 50UNITS,A4,24X34CM",201,GI for cost center,6/7/2023,,-1,PKT,-1,PKT,-12.49,PEN,4908805330,4,"Marlene,Ccorahua",12124098,4,DELIVERY,6/7/2023,Q001,CHPACHECO,,0,C601,6/7/2023,,CQ10101002,
AE0006664,"RESIN;FOURTHANE SILVER F6665,POTE,2.5KG",641,TF to stck in trans.,6/7/2023,,-30,EA,-30,EA,0,PEN,4908805792,3,,0,0,80109601,5/27/2023,Q010,JQUISPE3,4502731286,30,C601,6/7/2023,,,
AE0006664,"RESIN;FOURTHANE SILVER F6665,POTE,2.5KG",101,GR stock in transit,6/7/2023,,30,EA,30,EA,0,PEN,5005080377,1,EG07-00000051,0,0,80109601,6/7/2023,Q001,CVELASQUEZ,4502731286,30,C601,6/7/2023,,,
AE0006664,"RESIN;FOURTHANE SILVER F6665,POTE,2.5KG",641,TF to stck in trans.,6/7/2023,,30,EA,30,EA,0,PEN,4908805792,4,,0,0,80109601,5/27/2023,,JQUISPE3,4502731286,30,C601,6/7/2023,,,
AE0006676,"RESIN;FOURTHANE RED LB F1407,POTE,750G",101,GR stock in transit,6/7/2023,,30,EA,30,EA,0,PEN,5005080376,1,EG07-00000036,0,0,80109601,6/7/2023,Q001,CVELASQUEZ,4502731286,20,C601,6/7/2023,,,
AE0006676,"RESIN;FOURTHANE RED LB F1407,POTE,750G",641,TF to stck in trans.,6/7/2023,,-36,EA,-36,EA,0,PEN,4908804822,3,,0,0,80110175,6/1/2023,Q010,JQUISPE3,4502738608,50,C601,6/7/2023,,,
AE0006676,"RESIN;FOURTHANE RED LB F1407,POTE,750G",641,TF to stck in trans.,6/7/2023,,-30,EA,-30,EA,0,PEN,4908805792,1,,0,0,80109601,5/27/2023,Q010,JQUISPE3,4502731286,20,C601,6/7/2023,,,
AE0006676,"RESIN;FOURTHANE RED LB F1407,POTE,750G",101,GR stock in transit,6/7/2023,,36,EA,36,EA,0,PEN,5005079757,2,EG07-00000052,0,0,80110175,6/7/2023,Q001,CVELASQUEZ,4502738608,50,C601,6/7/2023,,,
AE0006676,"RESIN;FOURTHANE RED LB F1407,POTE,750G",641,TF to stck in trans.,6/7/2023,,30,EA,30,EA,0,PEN,4908805792,2,,0,0,80109601,5/27/2023,,JQUISPE3,4502731286,20,C601,6/7/2023,,,
AE0006676,"RESIN;FOURTHANE RED LB F1407,POTE,750G",641,TF to stck in trans.,6/7/2023,,36,EA,36,EA,0,PEN,4908804822,4,,0,0,80110175,6/1/2023,,JQUISPE3,4502738608,50,C601,6/7/2023,,,
AE0006712,RESIN;FOURTHANE BLACK F5711,641,TF to stck in trans.,6/7/2023,,-30,EA,-30,EA,0,PEN,4908804822,1,,0,0,80110175,6/1/2023,Q010,JQUISPE3,4502738608,40,C601,6/7/2023,,,
AE0006712,RESIN;FOURTHANE BLACK F5711,101,GR stock in transit,6/7/2023,,30,EA,30,EA,0,PEN,5005079757,1,EG07-00000052,0,0,80110175,6/7/2023,Q001,CVELASQUEZ,4502738608,40,C601,6/7/2023,,,
AE0006712,RESIN;FOURTHANE BLACK F5711,641,TF to stck in trans.,6/7/2023,,30,EA,30,EA,0,PEN,4908804822,2,,0,0,80110175,6/1/2023,,JQUISPE3,4502738608,40,C601,6/7/2023,,,
AE0007622,"ROTR;932118-PC-DM20-02,TECPROMIN;FAN",101,GR stock in transit,6/7/2023,,4,EA,4,EA,0,PEN,5005076051,1,0001-004988,0,0,80110154,6/7/2023,Q001,VLOPEZA,4502738030,20,C601,6/7/2023,,,
AE0007627,"LINER;0784AMENDLGP22,AMENPROD;350MM,25MM",101,GR stock in transit,6/7/2023,,16,EA,16,EA,0,PEN,5005075790,1,T001-00001251,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,830,C601,6/7/2023,,,
AE0007687,"BRNG;932118-PC-DM20-03,TECPROMIN;SET",101,GR stock in transit,6/7/2023,,4,SET,4,SET,0,PEN,5005076050,1,0001-004988,0,0,80110153,6/7/2023,Q001,VLOPEZA,4502738030,10,C601,6/7/2023,,,
AE0007770,"LINER;0778AMENDLGP22,AMENPROD;350MM,25MM",101,GR stock in transit,6/7/2023,,34,EA,34,EA,0,PEN,5005075794,1,T001-00001235,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,100,C601,6/7/2023,,,
AE0007770,"LINER;0778AMENDLGP22,AMENPROD;350MM,25MM",101,GR stock in transit,6/7/2023,,34,EA,34,EA,0,PEN,5005075799,1,T001-00001236,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,110,C601,6/7/2023,,,
AE0007798,"LINER;0783AMENDLGP22,AMENPROD;350MM,25MM",101,GR stock in transit,6/7/2023,,44,EA,44,EA,0,PEN,5005075795,1,T001-00001250,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,820,C601,6/7/2023,,,
AE0007962,"LNR;0806AMENDLGP22,AMENPROD;350MM,269MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075558,9,T001-00001258,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,630,C601,6/7/2023,,,
AE0007967,"LNR;0829AMENDLGP22,AMENPROD;350MM,233MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075716,5,T001-00001261,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,680,C601,6/7/2023,,,
AE0007969,"LNR;0851AMENDLGP22,AMENPROD;350MM,220MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075713,8,T001-00001262,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,800,C601,6/7/2023,,,
AE0007970,"LNR;0821AMENDLGP22,AMENPROD;350MM,280MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075710,6,T001-00001260,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,950,C601,6/7/2023,,,
AE0007971,"LNR;0831AMENDLGP22,AMENPROD;350MM,356MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075716,7,T001-00001261,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,700,C601,6/7/2023,,,
AE0007972,"LNR;0820AMENDLGP22,AMENPROD;350MM,219MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075710,5,T001-00001260,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,940,C601,6/7/2023,,,
AE0007974,"LNR;0844AMENDLGP22,AMENPROD;350MM,306MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075713,2,T001-00001262,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,740,C601,6/7/2023,,,
AE0007981,"LNR;0843AMENDLGP22,AMENPROD;350MM,196MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075713,1,T001-00001262,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,730,C601,6/7/2023,,,
AE0007982,"LNR;0818AMENDLGP22,AMENPROD;350MM,337MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075710,3,T001-00001260,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,920,C601,6/7/2023,,,
AE0007983,"LINER;0793AMENDLGP22,AMENPROD;350MM,25MM",101,GR stock in transit,6/7/2023,,12,EA,12,EA,0,PEN,5005075790,2,T001-00001251,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,840,C601,6/7/2023,,,
AE0007984,"LNR;0791AMENDLGP22,AMENPROD;350MM,265MM",101,GR stock in transit,6/7/2023,,20,EA,20,EA,0,PEN,5005075557,1,T001-00001257,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,890,C601,6/7/2023,,,
AE0007985,"LNR;0830AMENDLGP22,AMENPROD;350MM,343MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075716,6,T001-00001261,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,690,C601,6/7/2023,,,
AE0007989,"LNR;0832AMENDLGP22,AMENPROD;350MM,226MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075716,8,T001-00001261,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,710,C601,6/7/2023,,,
AE0007991,"LNR;0826AMENDLGP22,AMENPROD;350MM,222MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075716,2,T001-00001261,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,650,C601,6/7/2023,,,
AE0007992,"LNR;0889AMENDLGP22,AMENPROD;350MM,280MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075717,1,T001-00001267,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,390,C601,6/7/2023,,,
AE0007993,"LNR;0874AMENDLGP22,AMENPROD;350MM,209MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075559,4,T001-00001265,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,240,C601,6/7/2023,,,
AE0007994,"LNR;0813AMENDLGP22,AMENPROD;350MM,326MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075711,7,T001-00001259,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,1050,C601,6/7/2023,,,
AE0007995,"LNR;0810AMENDLGP22,AMENPROD;350MM,273MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075711,4,T001-00001259,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,1020,C601,6/7/2023,,,
AE0007997,"LNR;0815AMENDLGP22,AMENPROD;350MM,270MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075711,9,T001-00001259,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,1070,C601,6/7/2023,,,
AE0007998,"LNR;0816AMENDLGP22,AMENPROD;350MM,276MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075710,1,T001-00001260,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,900,C601,6/7/2023,,,
AE0008001,"LNR;0872AMENDLGP22,AMENPROD;350MM,330MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075559,2,T001-00001265,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,220,C601,6/7/2023,,,
AE0008002,"LNR;0869AMENDLGP22,AMENPROD;350MM,333MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075556,8,T001-00001264,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,190,C601,6/7/2023,,,
AE0008004,"LINER;0787AMENDLGP22,AMENPROD;350MM,25MM",101,GR stock in transit,6/7/2023,,14,EA,14,EA,0,PEN,5005075798,1,T001-00001252,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,860,C601,6/7/2023,,,
AE0008007,"LNR;0833AMENDLGP22,AMENPROD;350MM,299MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075716,9,T001-00001261,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,720,C601,6/7/2023,,,
AE0008009,"LNR;0839AMENDLGP22,AMENPROD;350MM,308MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075718,6,T001-00001270,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,530,C601,6/7/2023,,,
AE0008011,"LNR;0804AMENDLGP22,AMENPROD;350MM,209MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075558,7,T001-00001258,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,610,C601,6/7/2023,,,
AE0008022,"LNR;0884AMENDLGP22,AMENPROD;350MM,355MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075714,5,T001-00001266,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,340,C601,6/7/2023,,,
AE0008023,"LNR;0834AMENDLGP22,AMENPROD;350MM,286MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075718,1,T001-00001270,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,480,C601,6/7/2023,,,
AE0008025,"LNR;0802AMENDLGP22,AMENPROD;571MM,260MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075558,5,T001-00001258,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,590,C601,6/7/2023,,,
AE0008026,"LNR;0883AMENDLGP22,AMENPROD;350MM,299MM",101,GR stock in transit,6/7/2023,,2,EA,2,EA,0,PEN,5005075714,4,T001-00001266,0,0,80109588,6/7/2023,Q004,WQUISPE1,4502731228,330,C601,6/7/2023,,,
